"Band","Peuk1","Peuk2","Peuk3","Pro_border1","Pro_border2","Pro_border3","Pro_gyre1","Pro_gyre2","Pro_gyre3","Pro_gyre4","Syn1","Syn2"
"584",0.00092774778910623,0.00085204693488339,0.001003324,0.000786955335207039,0.000487291365790612,0.000728859050509033,0.000493876448218094,0.000697055627778439,0.000447634,0.000540108,0.000729558765909819,0.000676416439753133
"586",0.000848144771926876,0.000839678665817229,0.000944788,0.000727210661517601,0.000425704110086134,0.000673821249773752,0.000433224598964156,0.000624303799658479,0.000402214,0.000532883,0.000663920476808197,0.000659719858601413
"588",0.000788011583472077,0.000690962368226619,0.000824525,0.000647134588591861,0.000359371332089145,0.000601425669467629,0.000379628064706871,0.000580217857239503,0.000325476,0.000456981,0.000618908249783466,0.000621435514446783
"590",0.000792222582952272,0.000676652304496667,0.000778293,0.000594807805374102,0.000328199011230992,0.00057074847104629,0.000330233209185825,0.000525622784703559,0.000310138,0.000489213,0.000579641362174335,0.000566457792883921
"592",0.000682124664970255,0.000579480340639404,0.000608214,0.000533333644948301,0.000301357667643728,0.000501807582603701,0.000275799600113966,0.000461140863762762,0.000245745,0.00039933,0.000466479151090462,0.000407638540127255
"594",0.000634847508620714,0.000520391474514858,0.000568693,0.000508068430720967,0.000264805716562795,0.000465030854533161,0.000253930026639031,0.000426544889408805,0.000235205,0.000425393,0.000415259896288184,0.000382782814011945
"596",0.000536106034012623,0.000369603381501717,0.000443593,0.000470335524856291,0.000225276708959305,0.000399593403023207,0.000216182052600995,0.000398274369146007,0.000191129,0.000380862,0.000369561165019086,0.000326506569760155
"598",0.000487464904469432,0.000262101704830092,0.000337828,0.000432224312349183,0.000187005410009119,0.000325042509427322,0.000172332079216237,0.000383327774826654,0.000132462,0.000327121,0.000320258626849911,0.000328395221307404
"600",0.000455869195419615,0.00028174110122815,0.000303516,0.000402522332491686,0.000162958527053319,0.000295672660796979,0.000118265758378969,0.00034787965846409,7.05e-05,0.000202499,0.000295479370803993,0.000317478080978694
"602",0.000481691427803096,0.000379068614292133,0.000344298,0.000379043873786499,0.000136989578944418,0.000282857833155352,5.89579193433692e-05,0.000303189180964216,2.96e-05,8.08e-05,0.000325642627108788,0.000324134095851239
"604",0.000426164748869753,0.000381125414479827,0.000381747,0.000359789007607372,0.000110489911505134,0.000277641468142342,7.25314616707763e-05,0.000273714483275108,-4.93e-05,5.52e-05,0.000310537428383389,0.000279904162536163
"606",0.000418722768010359,0.000366881254385248,0.000437677,0.000346363957600418,9.64491586386703e-05,0.000279347825821638,7.80082075889105e-05,0.000252484327618571,-5.37e-05,4.79e-05,0.000293347818595722,0.00022774740827854
"608",0.000538433494764118,0.000348689201191905,0.00052392,0.000352942014906116,0.000113341551896649,0.000340943094914735,8.03966932213372e-05,0.000241724419816041,6.47e-05,8.13e-05,0.000291594835832101,0.000269126442702263
"610",0.000448855704725971,0.000339750308079826,0.00047473,0.000362239809354057,0.000104966313673648,0.000386794173840119,7.36734018122357e-05,0.000226046850015846,7.43e-05,8.98e-05,0.000245012095172056,0.000255564631265481
"612",0.000276501916477505,0.000333869942349016,0.000393194,0.000377417179816225,8.00361489533813e-05,0.000425730098176905,6.40930507715824e-05,0.000214063412182333,7.13e-05,0.000134142,0.000219220856806291,0.00021817193938519
"614",0.000145898617548355,0.000153154872531265,0.00036027,0.000360957819782687,7.49865928010944e-05,0.00037257207337874,9.18256080565768e-05,0.000217752151601817,8.62e-05,0.000235931,0.000233225942199763,0.000174524264176701
"616",8.82880521084062e-06,4.58968369232181e-05,0.000287482,0.000334780611055679,7.48833114230671e-05,0.000314264042276671,0.000104568300450631,0.000224780823871381,0.000109469,0.000292234,0.000213354102012153,0.000116129350556618
"618",9.6216727975429e-06,0.000162867563444132,0.000266949,0.000306309669761411,8.70513906934988e-05,0.000319232483756537,8.81136057313478e-05,0.000228408934131542,0.000109635,0.000243154,0.000246817802837455,0.00010762457999503
"620",2.61943435381741e-05,0.000221019078059777,0.000270386,0.000281571488180891,8.195747556214e-05,0.000294730260848278,6.55375068368311e-05,0.000219639569313655,8.59e-05,0.000189314,0.000254570388740974,0.000112992404453774
"622",0.000100354790093788,0.000300548378516193,0.000344658,0.000265906841553131,6.56263308624896e-05,0.00026320807767563,3.76955983585093e-05,0.00021038572099032,7.79e-05,0.000159721,0.00021347316586819,0.00015117567845831
"624",3.83167379548086e-05,0.00014463629387883,0.000240108,0.000248778010645552,6.82679736258524e-05,0.000245840980015301,4.56643480297851e-05,0.000200742706176924,5.56e-05,0.000147121,0.000186033053272743,9.15111363072365e-05
"626",-8.24428697283671e-05,-1.12121115082305e-05,0.000141194,0.000236284829229938,7.77394005572199e-05,0.000195584362878568,5.51355880574139e-05,0.000196881795987965,3.91e-05,0.000138028,0.00013791178591159,1.38853906941259e-05
"628",-0.000215410222823059,-7.33326677647913e-05,0.000115724,0.000231629501265921,8.53828121923539e-05,9.71243834347135e-05,5.71743649616355e-05,0.000193693457662519,3.67e-05,7.18e-05,6.74376478526655e-05,-2.91176850495122e-05
"630",-0.000202662216077789,-4.01821495357588e-06,0.00016997,0.000244486961496002,8.27650614655612e-05,0.000108070244569879,6.90421423893196e-05,0.000183929365354951,6.57e-05,8.85e-05,6.91960922967352e-05,-1.14862407208692e-05
"632",-0.000155725442635829,8.95751312426375e-05,0.000252175,0.000251422435657878,7.60436244850238e-05,0.000152787968624784,7.29349344297426e-05,0.000169732641462785,5.96e-05,1.97e-05,9.49191996605279e-05,4.3536747408546e-05
"634",5.52369263882033e-05,0.000140823738862061,0.000325045,0.000257271583592581,9.42200733039374e-05,0.000190105614803601,4.4832617363152e-05,0.000168284219703538,4.04e-05,4.45e-05,0.000144573517693423,7.43208671576783e-05
"636",0.000141051638724501,0.000146131547138725,0.000340146,0.000255015187484458,0.00010530916790327,0.000193152843658343,2.75672566955483e-05,0.000171342762785283,5.08e-06,4.7e-05,0.000138500058232407,6.59508695602997e-05
"638",0.000141719186241048,0.000183312648855338,0.000384337,0.000241061142643133,0.000102476588419267,0.000176020053889821,3.02328926207577e-05,0.000177252519912873,-3.32e-05,6.14e-05,8.17303670513042e-05,6.53247884495265e-05
"640",0.000195400354595748,0.00015313534417494,0.000257583,0.000234538137425303,9.30199018448677e-05,0.000173975077718433,3.26776626427479e-05,0.00016967710688605,-1.88e-05,2.94e-05,4.75937991000293e-05,3.72859314214001e-05
"642",0.000386404353021008,0.000234973176672114,0.000203048,0.000242486084994921,9.05281290024837e-05,0.000214318685771279,3.10913941023459e-05,0.000165739366881725,7.39e-05,6.73e-05,5.37849201664907e-05,5.68459614397906e-05
"644",0.000193606676480586,8.57680222052467e-05,0.000160083,0.000228379450957992,8.80913012322487e-05,0.000165849954760894,3.74753836533255e-05,0.000162276027790795,5.76e-05,-3.98e-06,6.48698101370361e-05,2.99363212355302e-05
"646",0.000132577298625412,4.16053318069356e-05,0.000184417,0.000224218565030826,8.24916297999843e-05,0.000144544153433026,3.40697934317713e-05,0.000156645330685409,5.79e-05,2.45e-05,6.11537937792318e-05,3.72054913798185e-05
"648",0.00019786658349873,7.1166879370924e-05,0.000223891,0.000215871827588961,6.040018657609e-05,0.000151465740126258,5.22321436652303e-06,0.000129827656287905,6.33e-05,6.87e-05,1.57914408466822e-05,6.86126386545014e-05
"650",0.000249653585197441,5.51060644264957e-05,0.000212486,0.000194931852493502,5.73562074738292e-05,0.000138469404117187,1.95500829747036e-06,0.000107455402597527,7.94e-07,9.93e-05,2.16891672675778e-07,4.77771446064275e-05
"652",0.000222461081829186,-2.4587044664436e-05,0.000115608,0.000182260264380877,7.09139282800588e-05,0.000147391077129719,2.86106798623336e-06,9.6946421377638e-05,-9.64e-05,8.66e-05,1.24646543550135e-05,4.47339951382203e-05
"654",0.000123169429123288,6.3004422747949e-06,0.000125729,0.000174801988216474,5.12930079896772e-05,0.000109589591317729,1.88059940422247e-05,0.000113616139831145,-5.06e-05,7.84e-05,1.95830833039487e-05,0.000106187488461372
"656",9.63765871299088e-05,2.35869781239101e-05,0.000112527,0.000178004018030646,4.3114250008277e-05,0.000101301839320786,3.24416077914011e-05,0.000119992700599291,-1.28e-05,5.21e-05,4.27072158339787e-06,0.000148299085506676
"658",0.000152183317851122,3.77456020061756e-05,4.87e-05,0.000181458539862093,5.57934514055783e-05,0.000120625763674871,3.22855969585889e-05,0.00010207748806886,2.27e-05,-1.83e-06,-1.91214740278355e-05,0.000110519916371567
"660",9.27172586016909e-05,0.00014349898194157,5.98e-05,0.000187181919566776,6.49373175471264e-05,0.000137945365725287,1.13425668973619e-05,9.3919034004718e-05,5.07e-05,-2.79e-05,5.25072408915145e-05,0.000125087282098244
